Nama Cust,Tanggal,No PO,No Inv,No.,Kode Item,Nama Item,Jml,Satuan,Harga, Pot.  , Total , PPN , Total Akhir ,No FP,Ket
PT. INDONESIA NIPPON SEIKI,2/4/2026 11:03,27703/TLJ/VGP/XII/25,0679/JL/CKRG/0226,6,KRT02922,PARTISI 690X390X190MM K150/M125X3/K150 CBF (DOUBLE WOOL),115.00,PCS,"13,900.00",0,"1,598,500.00"," 175,835.00 "," 1,774,335.00 ",04002600053009752,PO : 27703/TLJ/VGP/XII/25            (DLV-2602140016)                         1.DLV-2508271040                       2.DLV-2509011137                       3.DLV-2510071728                       4.DLV-2511142504                       5.DLV-2602033801                       6.DLV-2602043824                         < 16821-090625                             7.DLV-2602043826                        < 17983-190825                             8.DLV-2602023763                     9.DLV-2602023756                       
PT. INDONESIA NIPPON SEIKI,2/4/2026 11:03,27703/TLJ/VGP/XII/25,0679/JL/CKRG/0226,7,KRT02923,LAYER 690X390 MM M125/M125/125 BF + LAPIS PE FOAM T5MM,200.00,PCS,"14,200.00",0,"2,840,000.00"," 312,400.00 "," 3,152,400.00 ",04002600053009752,PO : 27703/TLJ/VGP/XII/25            (DLV-2602140016)                         1.DLV-2508271040                       2.DLV-2509011137                       3.DLV-2510071728                       4.DLV-2511142504                       5.DLV-2602033801                       6.DLV-2602043824                         < 16821-090625                             7.DLV-2602043826                        < 17983-190825                             8.DLV-2602023763                     9.DLV-2602023756                       
PT. INDONESIA NIPPON SEIKI,2/4/2026 11:03,27703/TLJ/VGP/XII/25,0679/JL/CKRG/0226,8,KRT02924,LAYER 690X390MM M125/M125/M125 BF TANPA PE FOAM,200.00,PCS,"1,900.00",0,"380,000.00"," 41,800.00 "," 421,800.00 ",04002600053009752,PO : 27703/TLJ/VGP/XII/25            (DLV-2602140016)                         1.DLV-2508271040                       2.DLV-2509011137                       3.DLV-2510071728                       4.DLV-2511142504                       5.DLV-2602033801                       6.DLV-2602043824                         < 16821-090625                             7.DLV-2602043826                        < 17983-190825                             8.DLV-2602023763                     9.DLV-2602023756                       
PT. FUKOKU TOKAI RUBBER INDONESIA,2/4/2026 13:34,008-CM-B-0126,0409/JL/CKRG/0226,1,KRT01145,LAYER POLOS 290X290MM K150/M125/K150 CF,200.00,SHEET,480.00,0,"96,000.00"," 10,560.00 "," 106,560.00 ",04002600023658578,PO : 008-CM-B-0126 DO : DLV-2601293715
PT. FUKOKU TOKAI RUBBER INDONESIA,2/4/2026 13:34,008-CM-B-0126,0409/JL/CKRG/0226,2,KRT01215,LAYER LUBANG 8 290X290MM (K150/M125/K150 CF),200.00,SHEET,680.00,0,"136,000.00"," 14,960.00 "," 150,960.00 ",04002600023658578,PO : 008-CM-B-0126 DO : DLV-2601293715
PT. FUKOKU TOKAI RUBBER INDONESIA,2/4/2026 13:34,008-CM-B-0126,0409/JL/CKRG/0226,3,KRT01147,LAYER 150X290MM K150/M125/K150 CF,200.00,SHEET,340.00,0,"68,000.00"," 7,480.00 "," 75,480.00 ",04002600023658578,PO : 008-CM-B-0126 DO : DLV-2601293715
PT. FUKOKU TOKAI RUBBER INDONESIA,2/4/2026 13:34,008-CM-B-0126,0409/JL/CKRG/0226,4,KRT01219,CARTON BOX HOP TORQUE (SMALL) 115X115X115MM (PRINTING) K200/M125/K200 CF,200.00,PCS,"3,600.00",0,"720,000.00"," 79,200.00 "," 799,200.00 ",04002600023658578,PO : 008-CM-B-0126 DO : DLV-2601293715
PT. FUKOKU TOKAI RUBBER INDONESIA,2/4/2026 13:34,008-CM-B-0126,0409/JL/CKRG/0226,5,KRT01425,BOX DPG-MC16-M100 315X315X235MM K150/M125X3/K150 CBF,700.00,SHEET,"7,000.00",0,"4,900,000.00"," 539,000.00 "," 5,439,000.00 ",04002600023658578,PO : 008-CM-B-0126 DO : DLV-2601293715
PT. GESIA CIPTA BUANA,2/4/2026 20:25,NST/PO/TLJP/2026-003,0532/JL/CKRG/0226,1,KRT04920,PAPER REEL 330,"1,500.00",PCS,"1,000.00",0,"1,500,000.00"," 165,000.00 "," 1,665,000.00 ",04002600032833789,PO : NST/PO/TLJP/2026-003 DO : DLV-2602043819 DLV-2602033786
PT. GESIA CIPTA BUANA,2/4/2026 20:25,NST/PO/TLJP/2026-003,0532/JL/CKRG/0226,2,KRT05025,PAPER REEL 360,500.00,PCS,"1,150.00",0,"575,000.00"," 63,250.00 "," 638,250.00 ",04002600032833789,PO : NST/PO/TLJP/2026-003 DO : DLV-2602043819 DLV-2602033786
PT. GESIA CIPTA BUANA,2/4/2026 20:25,NST/PO/TLJP/2026-003,0532/JL/CKRG/0226,3,KRT04921,PAPER REEL 370,"1,000.00",PCS,"1,260.00",0,"1,260,000.00"," 138,600.00 "," 1,398,600.00 ",04002600032833789,PO : NST/PO/TLJP/2026-003 DO : DLV-2602043819 DLV-2602033786
PT. GESIA CIPTA BUANA,2/4/2026 20:25,NST/PO/TLJP/2026-003,0532/JL/CKRG/0226,4,KRT04922,PAPER REEL 380,"2,000.00",PCS,"1,350.00",0,"2,700,000.00"," 297,000.00 "," 2,997,000.00 ",04002600032833789,PO : NST/PO/TLJP/2026-003 DO : DLV-2602043819 DLV-2602033786
PT. TRI SAUDARA SENTOSA INDUSTRI,2/4/2026 21:01,PO2-2026/A/039/RMIP,0538/JL/CKRG/0226,1,KRT02910,LAYER KARTON BOX IA (590X390MM),"3,500.00",PCS,900.00,0,"3,150,000.00"," 346,500.00 "," 3,496,500.00 ",04002600033525272,PO : PO2-2026/A/039/RMIP DO : DLV-2602043817
PT. ASAHI INDONESIA,2/4/2026 21:02,PUR-PO/0126/0101,0539/JL/CKRG/0226,1,KRT00248,CARTON LAYER 950X770,740.00,PCS,"5,600.00",0,"4,144,000.00"," 455,840.00 "," 4,599,840.00 ",04002600033525284,PO : PUR-PO/0126/0101 DO : DLV-2602043820
PT. GUNA BAKTI UNGGUL,2/4/2026 21:08,GBU/PO/C/01/2026/00039,0541/JL/CKRG/0226,1,KRT01318,DUS SEALWARE BAHAMA S (SW 17S) 78X73.5X48.5 CM,100.00,PCS,"15,766.00",0,"1,576,600.00"," 173,426.00 "," 1,750,026.00 ",04002600033525270,PO : GBU/PO/C/01/2026/00039 DO : DLV-2602033795
PT. GUNA BAKTI UNGGUL,2/4/2026 21:08,GBU/PO/C/01/2026/00039,0541/JL/CKRG/0226,2,KRT03418,"DUS SEALWARE ELSA S (69,5X69,5X47,5 CM)",100.00,PCS,"34,900.00",0,"3,490,000.00"," 383,900.00 "," 3,873,900.00 ",04002600033525270,PO : GBU/PO/C/01/2026/00039 DO : DLV-2602033795
PT. GUNA BAKTI UNGGUL,2/4/2026 21:08,GBU/PO/C/01/2026/00039,0541/JL/CKRG/0226,3,KRT03422,"MASTER BOX SEALWARE SWEETY L (UK 69,5X51X57,5 CM)",75.00,PCS,"27,160.00",0,"2,037,000.00"," 224,070.00 "," 2,261,070.00 ",04002600033525270,PO : GBU/PO/C/01/2026/00039 DO : DLV-2602033795
"SANOH INDONESIA, PT",2/4/2026 21:15,PL2600223,0543/JL/CKRG/0226,1,KRT00028,BOX 1050 X 260 X 115 SNI03,100.00,PCS,"15,996.00",0,"1,599,600.00"," 175,956.00 "," 1,775,556.00 ",04002600033525283,PO : PL2600223 DO : DLV-2602043818
"SANOH INDONESIA, PT",2/4/2026 21:15,PL2600223,0543/JL/CKRG/0226,2,KRT00051,BOX 700 X 360 X 250 SNI07,50.00,PCS,"16,926.00",0,"846,300.00"," 93,093.00 "," 939,393.00 ",04002600033525283,PO : PL2600223 DO : DLV-2602043818
"SANOH INDONESIA, PT",2/4/2026 21:15,PL2600223,0543/JL/CKRG/0226,3,KRT00052,BOX 735 X 255 X 200 SNI09,50.00,PCS,"14,415.00",0,"720,750.00"," 79,282.50 "," 800,032.50 ",04002600033525283,PO : PL2600223 DO : DLV-2602043818
"SANOH INDONESIA, PT",2/4/2026 21:15,PL2600223,0543/JL/CKRG/0226,4,KRT00042,BOX 500 X 330 X 240 SNI11,100.00,PCS,"13,485.00",0,"1,348,500.00"," 148,335.00 "," 1,496,835.00 ",04002600033525283,PO : PL2600223 DO : DLV-2602043818
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PT. KAWASAKI MOTOR INDONESIA,2/5/2026 9:47,C90947,0570/JL/CKRG/0226,1,KRT05004,CARTON BOX A-30 (NEW COM.SYMBOL) PACKING (K3110-0103),570.00,PCS,"3,170.00",0,"1,806,900.00"," 198,759.00 "," 2,005,659.00 ",04002600035935235,PO : C90947                                   1.DLV-2602053844                       2.DLV-2602023746                       
PT. KAWASAKI MOTOR INDONESIA,2/5/2026 9:47,C90947,0570/JL/CKRG/0226,2,KRT05000,CARTON BOX A-87 (NEW COM.SYMBOL) (K3110-0100),245.00,PCS,"5,500.00",0,"1,347,500.00"," 148,225.00 "," 1,495,725.00 ",04002600035935235,PO : C90947                                   1.DLV-2602053844                       2.DLV-2602023746                       
PT. KAWASAKI MOTOR INDONESIA,2/5/2026 9:49,C90150,0571/JL/CKRG/0226,1,KRT00358,LAYER 1065X1065X5 (K3140-0007),810.00,PCS,"11,004.00",0,"8,913,240.00"," 980,456.40 "," 9,893,696.40 ",04002600035935230,PO : C90150                                   1.DLV-2602053843                       2.DLV-2602043814                       3.DLV-2602023748                       
PT. KAWASAKI MOTOR INDONESIA,2/5/2026 9:49,C90150,0571/JL/CKRG/0226,2,KRT00435,MASTERBOX Z-02 COMMUNICATION SYMBOL (K3110-0062),22.00,PCS,"83,504.00",0,"1,837,088.00"," 202,079.68 "," 2,039,167.68 ",04002600035935230,PO : C90150                                   1.DLV-2602053843                       2.DLV-2602043814                       3.DLV-2602023748                       
PT. STAR TEC PACIFIC,2/5/2026 10:04,PO/STP/I/2026/006,0505/JL/CKRG/0226,1,KRT02150,SIDE REEL 10 STP,750.00,SET,"5,900.00",0,"4,425,000.00"," 486,750.00 "," 4,911,750.00 ",04002600027779599,PO : PO/STP/I/2026/006 DO : DLV-2602053850
PT. EHWA INDONESIA,2/5/2026 11:52,PO2501-034,0510/JL/CKRG/0226,1,KRT02571,"BULK BOX 8"" (PM2006)",50.00,PCS,"7,236.00",0,"361,800.00",0," 361,800.00 ",,PO : PO2506-061 PO2601-028       PO2601-079                                   DO : DLV-2602053851
PT. EHWA INDONESIA,2/5/2026 11:52,PO2501-034,0510/JL/CKRG/0226,2,KRT02883,"OUT BOX DIABLO 3"" IP 3 PCS PET 30% (PM2246)","1,500.00",PCS,"1,294.00",0,"1,941,000.00",0," 1,941,000.00 ",,PO : PO2506-061 PO2601-028       PO2601-079                                   DO : DLV-2602053851
PT. EHWA INDONESIA,2/5/2026 11:52,PO2501-034,0510/JL/CKRG/0226,3,KRT02884,"OUT BOX DIABLO 3"" MP 15 PCS PET 30% (PM2247)","1,000.00",PCS,"2,279.00",0,"2,279,000.00",0," 2,279,000.00 ",,PO : PO2506-061 PO2601-028       PO2601-079                                   DO : DLV-2602053851
PT. EHWA INDONESIA,2/5/2026 11:52,PO2501-034,0510/JL/CKRG/0226,4,KRT02169,"OUTBOX SGA 14"" IP 3PCS (PM2223)",400.00,PCS,"3,977.00",0,"1,590,800.00",0," 1,590,800.00 ",,PO : PO2506-061 PO2601-028       PO2601-079                                   DO : DLV-2602053851
,,,,,,,,,,,,,,,
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,1,KRT01897,"BULK BOX 5"" (PM2003)",200.00,PCS,"4,932.00",0,"986,400.00",0," 986,400.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,2,KRT00273,EURO SHIPPING BOX 1180X780X780 (PM9044),23.00,SET,"199,000.00",0,"4,577,000.00",0," 4,577,000.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,3,KRT02885,"OUT BOX DIABLO 4""-5"" IP 5PK PET 30% (PM2248)","1,000.00",PCS,"2,264.00",0,"2,264,000.00",0," 2,264,000.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,4,KRT02886,"0UT BOX DIABLO 4""-5"" MP 20PK PET 30% (PM2249)",300.00,PCS,"3,185.00",0,"955,500.00",0," 955,500.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,5,KRT01332,OUTBOX BOSCH 4.5 2PACK IP5PCS (PM2195),"1,050.00",PCS,"2,636.00",0,"2,767,800.00",0," 2,767,800.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,6,KRT01333,OUTBOX BOSCH 4.5 2PACK MP20PCS (PM2196),500.00,PCS,"5,723.00",0,"2,861,500.00",0," 2,861,500.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. EHWA INDONESIA,2/5/2026 14:04,PO2501-034,0511/JL/CKRG/0226,7,KRT04978,"OUTBOX KOBALT 3"" IP (4PCS) (PM2270)",460.00,PCS,950.00,0,"437,000.00",0," 437,000.00 ",,PO : PO2512-102 PO2601-062       PO2601-079                                   DO : PO2601-079
PT. DAE HWA INDONESIA,2/5/2026 14:27,TLJ/25-0108,0512/JL/CKRG/0226,1,KRT00191,CARTON BOX DH1 560X380X340 CF,100.00,EA,"9,400.00",0,"940,000.00"," 103,400.00 "," 1,043,400.00 ",04002600030218370,PO : TLJ/25-0108 DO : DLV-2602053853
PT. DAE HWA INDONESIA,2/5/2026 14:34,TLJ/26-0004,0513/JL/CKRG/0226,1,KRT00195,CARTON BOX DH15 380X280X270 CBF,200.00,EA,"7,980.00",0,"1,596,000.00"," 175,560.00 "," 1,771,560.00 ",04002600030218371,PO : TLJ/26-0004 DO : DLV-2602053854
PT. DAE HWA INDONESIA,2/5/2026 14:36,TLJ/25-0106,0514/JL/CKRG/0226,1,KRT00200,CARTON BOX DH4 380X280X270 CBF,100.00,EA,"5,320.00",0,"532,000.00"," 58,520.00 "," 590,520.00 ",04002600030218374,PO : TLJ/25-0106 DO : DLV-2602053855
,,,,,,,,,,,,,,,
PT. Cipta Synergi Indonesia,2/5/2026 20:20,008/CSI/PO/I/2026,0531/JL/CKRG/0226,1,IMP4462,MODIF BOX A SIZE BEFORE 1400 X 120 X 400 SIZE AFTER 1400 X 120 X 200,5.00,PCS,"29,500.00",0,"147,500.00"," 16,225.00 "," 163,725.00 ",04002600032833785,PO : 008/CSI/PO/1/2026 DO : DLV-2602043828
PT. Cipta Synergi Indonesia,2/5/2026 20:20,008/CSI/PO/I/2026,0531/JL/CKRG/0226,2,IMP4463,MODIF BOX B SIZE BEFORE 1100 X 120 X 400 SIZE AFTER 1100 X 120 X 200,4.00,PCS,"29,500.00",0,"118,000.00"," 12,980.00 "," 130,980.00 ",04002600032833785,PO : 008/CSI/PO/1/2026 DO : DLV-2602043828
PT. Cipta Synergi Indonesia,2/5/2026 20:20,008/CSI/PO/I/2026,0531/JL/CKRG/0226,3,IMP4464,MODIF BOX D SIZE BEFORE 1400 X 400 X 450 SIZE AFTER 700 X 400 X 450,4.00,PCS,"55,700.00",0,"222,800.00"," 24,508.00 "," 247,308.00 ",04002600032833785,PO : 008/CSI/PO/1/2026 DO : DLV-2602043828
PT. Cipta Synergi Indonesia,2/5/2026 20:20,008/CSI/PO/I/2026,0531/JL/CKRG/0226,4,IMP4465,MODIF BOX E SIZE BEFORE 1200 X 400 X 450 SIZE AFTER 1200 X 320 X 450 (DIPOTONG),5.00,PCS,"38,200.00",0,"191,000.00"," 21,010.00 "," 212,010.00 ",04002600032833785,PO : 008/CSI/PO/1/2026 DO : DLV-2602043828
PT. Cipta Synergi Indonesia,2/5/2026 20:58,011/CSI/PO/I/2026,0536/JL/CKRG/0226,1,IMP4467,IMPRABOX A T5 BIRU 1400 X 120 X 200 MM,5.00,PCS,"129,000.00",0,"645,000.00"," 70,950.00 "," 715,950.00 ",04002600032833760,PO : 011/CSI/PO/I/2026 DO : DLV-2602043829
PT. Cipta Synergi Indonesia,2/5/2026 20:58,011/CSI/PO/I/2026,0536/JL/CKRG/0226,2,IMP4468,IMPRABOX B T5 BIRU 1100 X 120 X 200 MM,5.00,PCS,"114,200.00",0,"571,000.00"," 62,810.00 "," 633,810.00 ",04002600032833760,PO : 011/CSI/PO/I/2026 DO : DLV-2602043829
PT. Cipta Synergi Indonesia,2/5/2026 20:58,011/CSI/PO/I/2026,0536/JL/CKRG/0226,3,IMP4469,IMPRABOX D T5 BIRU 700 X 400 X 450 MM,5.00,PCS,"155,300.00",0,"776,500.00"," 85,415.00 "," 861,915.00 ",04002600032833760,PO : 011/CSI/PO/I/2026 DO : DLV-2602043829
PT. Cipta Synergi Indonesia,2/5/2026 20:58,011/CSI/PO/I/2026,0536/JL/CKRG/0226,4,IMP4470,IMPRABOX E T5 BIRU UK 1200 X 320 X 450 MM,5.00,PCS,"166,800.00",0,"834,000.00"," 91,740.00 "," 925,740.00 ",04002600032833760,PO : 011/CSI/PO/I/2026 DO : DLV-2602043829
"SANOH INDONESIA, PT",2/5/2026 21:14,PL2600295,0542/JL/CKRG/0226,1,KRT00051,BOX 700 X 360 X 250 SNI07,100.00,PCS,"16,926.00",0,"1,692,600.00"," 186,186.00 "," 1,878,786.00 ",04002600033525273,PO : PL2600295 DO : DLV-2602053848
"SANOH INDONESIA, PT",2/5/2026 21:14,PL2600295,0542/JL/CKRG/0226,2,KRT02935,KARTON SNI18 (575X275X160),100.00,PCS,"12,560.00",0,"1,256,000.00"," 138,160.00 "," 1,394,160.00 ",04002600033525273,PO : PL2600295 DO : DLV-2602053848
PT. SIGMA PACK GEMILANG,2/5/2026 21:39,SPG-PO/452/XII-2025,0548/JL/CKRG/0226,1,KRT03632,CARTON BOX EXPORT 4L45-SWR (QUARTER) UK 960X850X365 K275/M150X3/K275 BC/F,12.00,PCS,"265,000.00",0,"3,180,000.00"," 349,800.00 "," 3,529,800.00 ",04002600033525281,PO : SPG-PO/452/XII-2025 DO : DLV-2602053849 DLV-2512042855
PT. SIGMA PACK GEMILANG,2/5/2026 21:39,SPG-PO/452/XII-2025,0548/JL/CKRG/0226,2,KRT03633,CARTON BOX EXPORT 4L45-SWL (QUARTER) UK 960X850X365 K275/M150X3/K275 BC/F,10.00,PCS,"265,000.00",0,"2,650,000.00"," 291,500.00 "," 2,941,500.00 ",04002600033525281,PO : SPG-PO/452/XII-2025 DO : DLV-2602053849 DLV-2512042855
,,,,,,,,,,,,,,,
PT. KAWATA INDONESIA,2/6/2026 9:02,KIPO26020015,0518/JL/CKRG/0226,1,KRT00240,CARTON BOX SIZE : 40CM X 40CM X 30CM (NB654),50.00,PCS,"9,500.00",0,"475,000.00"," 52,250.00 "," 527,250.00 ",04012600029007011,PO : KIPO26020015                       DO : 12382-060226
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 9:17,258-CM-B-1225,0624/JL/CKRG/0226,1,KRT04981,BOX 390 UK 350X260X190 MM K125/M125X3/K125 CBF,60.00,PCS,"7,100.00",0,"426,000.00"," 46,860.00 "," 472,860.00 ",04002600044396453,PO : 258-CM-B-1225 DO : DLV-2602063897
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 9:17,258-CM-B-1225,0624/JL/CKRG/0226,2,KRT04982,PARTISI 0390 UK 340X250X80MM K125/M125/K125 BF,120.00,PCS,"2,300.00",0,"276,000.00"," 30,360.00 "," 306,360.00 ",04002600044396453,PO : 258-CM-B-1225 DO : DLV-2602063897
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 9:17,258-CM-B-1225,0624/JL/CKRG/0226,3,KRT04983,LAYER 0390 UK 340X250MM K125/M125/K125 BF,60.00,PCS,800.00,0,"48,000.00"," 5,280.00 "," 53,280.00 ",04002600044396453,PO : 258-CM-B-1225 DO : DLV-2602063897
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 9:17,258-CM-B-1225,0624/JL/CKRG/0226,4,KRT04984,BOX TOP + BOTT + SLEEVE UK 1080X1080X980MM K200/M125X3/K200 CBF,1.00,PCS,"158,510.00",0,"158,510.00"," 17,436.10 "," 175,946.10 ",04002600044396453,PO : 258-CM-B-1225 DO : DLV-2602063897
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 9:17,258-CM-B-1225,0624/JL/CKRG/0226,5,KRT04985,SIKU UK 980X50X50X5MM,8.00,PCS,"7,300.00",0,"58,400.00"," 6,424.00 "," 64,824.00 ",04002600044396453,PO : 258-CM-B-1225 DO : DLV-2602063897
,,,,,,,,,,,,,,,
PT. DAE HWA INDONESIA,2/6/2026 9:53,TLJ/26-0006,0521/JL/CKRG/0226,1,KRT00189,CARTON BOX DFI 690X510X450 MM K125/M125X3/K125 CB/F,55.00,EA,"21,480.00",0,"1,181,400.00"," 129,954.00 "," 1,311,354.00 ",04002600030218373,PO : TLJ/26-0006 DO : DLV-2602063869
PT. DAE HWA INDONESIA,2/6/2026 9:58,TLJ/26-0004,0522/JL/CKRG/0226,1,KRT00191,CARTON BOX DH1 560X380X340 CF,200.00,EA,"9,400.00",0,"1,880,000.00"," 206,800.00 "," 2,086,800.00 ",04002600030218625 ,PO : TLJ/26-0004 DO : DLV-2602063870
PT. DAE HWA INDONESIA,2/6/2026 9:58,TLJ/26-0004,0522/JL/CKRG/0226,2,KRT00197,CARTON BOX DH18 380X300X80 MM K125/M125X4 CBF,100.00,EA,"6,160.00",0,"616,000.00"," 67,760.00 "," 683,760.00 ",04002600030218625 ,PO : TLJ/26-0004 DO : DLV-2602063870
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 9:59,C90965,0572/JL/CKRG/0226,1,KRT00169,CARTON BOX CB 22-A (K3110-0001),100.00,PCS,"15,726.00",0,"1,572,600.00"," 172,986.00 "," 1,745,586.00 ",04002600035935236,PO : C90965                                   DO : DLV-2602063884
PT. DAE HWA INDONESIA,2/6/2026 10:03,TLJ/25-0088,0523/JL/CKRG/0226,1,KRT00196,CARTON BOX DH17 300X210X80 MM K125/M125X4 CBF,100.00,EA,"4,130.00",0,"413,000.00"," 45,430.00 "," 458,430.00 ",04002600030218388,PO : TLJ/25-0088 DO : DLV-2602063871
PT. GUNA BAKTI UNGGUL,2/6/2026 10:05,GBU/PO/C/01/2026/00060,0589/JL/CKRG/0226,1,KRT01353,DUS GELAS REVA 72X40X34 CM,50.00,PCS,"20,540.00",0,"1,027,000.00"," 112,970.00 "," 1,139,970.00 ",04002600040675376,PO : GBU/PO/C/01/2026/00060 DO : DLV-2602053861
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:07,C90532,0573/JL/CKRG/0226,1,KRT00432,MASTERBOX M-02 COMMUNICATION SYMBOL (K3110-0058),130.00,PCS,"99,652.00",0,"12,954,760.00"," 1,425,023.60 "," 14,379,783.60 ",04002600035935262,PO : C90532                                   1.DLV-2602063867                       2.DLV-2602033778                       
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:07,C90532,0573/JL/CKRG/0226,2,KRT00433,MASTERBOX M-03 COMMUNICATION SYMBOL (K3110-0059),74.00,PCS,"69,041.00",0,"5,109,034.00"," 561,993.74 "," 5,671,027.74 ",04002600035935262,PO : C90532                                   1.DLV-2602063867                       2.DLV-2602033778                       
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:09,C90425,0574/JL/CKRG/0226,1,KRT00356,LAYER 1060X640X7 (K3140-0045),230.00,PCS,"10,469.00",0,"2,407,870.00"," 264,865.70 "," 2,672,735.70 ",04002600035935247,PO : C90425                                   DO : DLV-2602063866
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:13,C91084,0575/JL/CKRG/0226,1,KRT01002,SIKU CARTON 7X7 CM (K3150-0003),"2,000.00",PCS,605.00,0,"1,210,000.00"," 133,100.00 "," 1,343,100.00 ",04002600035935216,PO : C91084                                   1.DLV-2602063865                       2.DLV-2602043812                       3.DLV-2602043821                       4.DLV-2602033775                       
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:13,C91084,0575/JL/CKRG/0226,2,KRT00436,MASTERBOX Z-03 COMMUNICATION SYMBOL (K3110-0063),105.00,PCS,"71,478.00",0,"7,505,190.00"," 825,570.90 "," 8,330,760.90 ",04002600035935216,PO : C91084                                   1.DLV-2602063865                       2.DLV-2602043812                       3.DLV-2602043821                       4.DLV-2602033775                       
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:16,C90511,0576/JL/CKRG/0226,1,KRT00432,MASTERBOX M-02 COMMUNICATION SYMBOL (K3110-0058),20.00,PCS,"99,652.00",0,"1,993,040.00"," 219,234.40 "," 2,212,274.40 ",04002600035935211,PO : C90511                                   1.DLV-2602063864                       2.DLV-2602043816                       3.DLV-2602033780                       
PT. KAWASAKI MOTOR INDONESIA,2/6/2026 10:16,C90511,0576/JL/CKRG/0226,2,KRT00435,MASTERBOX Z-02 COMMUNICATION SYMBOL (K3110-0062),77.00,PCS,"83,504.00",0,"6,429,808.00"," 707,278.88 "," 7,137,086.88 ",04002600035935211,PO : C90511                                   1.DLV-2602063864                       2.DLV-2602043816                       3.DLV-2602033780                       
PT. INDONESIA NIPPON SEIKI,2/6/2026 11:07,25503/TLJ/VGP/VIII/25,0681/JL/CKRG/0226,1,KRT01007,SIKU KARTON UK. 5X5X0.5CM (P=110CM),320.00,PCS,"6,353.00",0,"2,032,960.00"," 223,625.60 "," 2,256,585.60 ",04002600053010008,PO : 25503/TLJ/VGP/VIII/25          DO : DLV-2602063876
PT. INDONESIA NIPPON SEIKI,2/6/2026 11:08,24332/TLJP/VGP/V/25,0682/JL/CKRG/0226,1,KRT02922,PARTISI 690X390X190MM K150/M125X3/K150 CBF (DOUBLE WOOL),40.00,PCS,"13,900.00",0,"556,000.00"," 61,160.00 "," 617,160.00 ",04002600053009738,PO : 24332/TLJP/VGP/V/25            DO : DLV-2602063878
,,,,,,,,,,,,,,,
PT. Essilorluxottica Professional Solutions Indonesia,2/6/2026 14:47,PO-000006186,0611/JL/CKRG/0226,1,KRT01557,BOX BULK LOGO PACKING 40X50X40 (CSUCMMS002871),48.00,PCS,"14,900.00",0,"715,200.00"," 78,672.00 "," 793,872.00 ",04002600040675315,PO : PO-000006186 DO : DLV-2602063891
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 15:06,012-CM-B-0126,0615/JL/CKRG/0226,1,KRT02904,"CARTON BOX ""ADM"" UK 150X150X50MM K200.M125/K150 BF","1,100.00",PCS,"1,550.00",0,"1,705,000.00"," 187,550.00 "," 1,892,550.00 ",04002600040675355,PO : 012-CM-B-0126 DO : DLV-2602063872
PT. FUKOKU TOKAI RUBBER INDONESIA,2/6/2026 15:06,012-CM-B-0126,0615/JL/CKRG/0226,2,KRT02106,CARTON BOX TAM IMV 150X150X65 MM (K150/M125/K150/B/F),100.00,PCS,"1,400.00",0,"140,000.00"," 15,400.00 "," 155,400.00 ",04002600040675355,PO : 012-CM-B-0126 DO : DLV-2602063872
PT WANG SARIMULTI UTAMA,2/6/2026 21:18,PO20260100092,0544/JL/CKRG/0226,1,KRT03185,LAYER W1 460X270 - LAYER W1,462.00,PCS,"1,200.00",0,"554,400.00"," 60,984.00 "," 615,384.00 ",04002600033525271,PO : PO20260100092 DO : DLV-2602063885
